year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
2012,11,25,22,57,42.00,,-9.460,-63.020,  0.0,40, 4.7,0,"I","3",,"RO","Ariquemes","(USGS) epic mb NEIC"
2012,11,29,14,09,12.00,,-16.700,-43.880,  0.0,5, 1.6,1,"I","4",,"MG","Montes Claros","(IAG;UnB)"
2012,12,06,04,49,41.00,,-3.150,-50.900,  0.0,10, 3.0,5,"I",,,"PA","50 km de Anapu","(UnB NO=9; IAG)"
2012,12,06,11,16,,,-5.460,-36.100,  0.0,5, 2.4,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,08,18,52,34.00,,-13.560,-49.180,  0.0,50, 3.8,1,"I",,,"GO","Mara Rosa Porangatu","(UnB)"
2012,12,15,03,01,,,-5.460,-36.100,  0.0,5, 2.4,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,19,04,54,38.49,,-16.697,-43.879,  1.4,1, 3.5,1,"I","5",,"MG","Montes Claros","(IAG) 4-sta net; corr. HYPODD"
2012,12,19,05,31,16.86,,-16.700,-43.882,  1.3,1, 3.5,1,"I","5",,"MG","Montes Claros","(IAG) 4-sta net; corr. HYPODD"
2012,12,19,05,32,19.00,,-16.700,-43.880,  2.0,1, 2.1,1,"I","3",,"MG","Montes Claros","(IAG;UnB)"
2012,12,21,12,20,,,-5.460,-36.100,  0.0,5, 1.9,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,21,12,37,,,-5.460,-36.100,  0.0,5, 3.6,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,21,13,07,,,-5.460,-36.100,  0.0,5, 1.7,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,22,08,56,22.00,,-29.320,-51.200,  0.0,10, 3.4,5,"I",,,"RS","ValeReal Caxias do Sul","(USP;IPT) MLv"
2012,12,22,12,08,,,-5.250,-35.880,  0.0,5, 1.7,1,"I",,,"RN","Parazinho","(UFRN)"
2012,12,22,15,38,,,-5.250,-35.880,  0.0,5, 1.9,1,"I",,,"RN","Parazinho","(UFRN)"
2012,12,23,04,26,17.00,,-18.410,-56.790,  0.0,20, 3.4,1,"I",,,"MS","Mato Grosso do Sul","(UnB; IAG)"
2012,12,23,06,06,43.00,,-16.700,-43.880,  2.0,5, 2.7,1,"I","4",,"MG","Montes Claros","(IAG) mag de PMNB"
2012,12,24,11,37,,,-5.460,-36.100,  0.0,5, 2.7,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,24,16,16,,,-5.220,-35.890,  0.0,5, 2.1,1,"I",,,"RN","Parazinho","(UFRN)"
2012,12,26,07,30,,,-5.240,-35.890,  0.0,5, 2.2,1,"I",,,"RN","Parazinho","(UFRN)"
2012,12,28,02,25,12.00,,-5.240,-35.860,  0.0,5, 1.7,1,"I",,,"RN","Parazinho","(UFRN)"
2012,12,28,02,25,32.00,,-5.240,-35.860,  0.0,5, 2.6,1,"I",,,"RN","Parazinho","(UFRN)"
2012,12,28,05,14,,,-5.240,-35.860,  0.0,5, 1.7,1,"I",,,"RN","Parazinho","(UFRN)"
2012,12,28,10,57,,,-5.240,-35.860,  0.0,5, 1.5,1,"I",,,"RN","Parazinho","(UFRN)"
2013,01,05,12,18,45.00,,-5.450,-36.140,  0.0,10, 3.3,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,01,05,13,01,47.00,,-5.450,-36.130,  0.0,10, 2.7,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,01,09,13,13,52.00,,-16.710,-43.890,  0.0,2, 0.7,5,"I","3",,"MG","Montes Claros","(RSBR;IAG; ML-SC3-0.5)"
2013,01,12,07,10,43.00,,-5.480,-36.130,  0.0,10, 1.9,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,01,18,00,19,34.00,,-15.530,-47.910,  0.0,30, 2.2,1,"I",,,"DF","Brasilia","(RSBR;UnB; MR-SC3)"
2013,01,21,05,19,32.00,,-17.320,-56.510,  0.0,35, 2.0,1,"I",,,"MT","Pocone","(RSBR;IAG; MR-SC3)"
2013,01,21,22,34,,,-7.650,-33.980,  0.0,10, 0.0,-1,"D",,,"PE","Litoral de Pernambuco","(USGS) m=5.8 evento Indonesia"
2013,01,22,02,10,,,-3.970,-40.340,  0.0,10, 0.0,-1,"D",,,"CE","Groairas","(UFRN) queda de meteorito"
2013,01,22,03,59,55.00,,-16.720,-54.360,  0.0,30, 3.2,5,"I",,,"MT","Pedra Preta","(UnB) (*)"
2013,01,25,19,30,37.00,,-6.050,-36.330,  0.0,2, 2.4,1,"I",,,"RN","Cerro Corah","(RSBR;IAG; MR-SC3)"
2013,01,25,11,38,58.00,,-8.440,-50.070,  0.0,20, 2.8,1,"I",,,"PA","Sta Maria das Barreiras","(UnB NO=16) (*)"
2013,02,02,20,10,51.00,,-21.080,-44.470,  0.0,5, 2.2,1,"I",,,"MG","Conc.da Barra de Minas","(RSBR;IAG;ESAR; MR-SC3)"
2013,02,03,08,47,51.00,,-21.850,-46.890,  0.0,5, 2.9,1,"I","3-4",,"SP","Vargem Grande do Sul","(RSBR;IAG; MR-SC3)"
2013,02,03,19,05,44.00,,-22.780,-44.390,  0.0,10, 1.8,1,"I",,,"SP","Bananal","(RSBR;IAG; MR-SC3)"
2013,02,05,01,02,56.00,,-21.190,-42.560,  0.0,6, 3.0,1,"I",,,"MG","Mirai","(RSBR;IAG; MR-SC3)"
2013,02,08,13,57,14.00,,-16.700,-43.860,  0.0,5, 1.2,5,"I",,,"MG","Montes Claros","(RSBR;IAG; ML-SC3-0.5)"
2013,02,13,04,59,08.00,,-20.210,-47.470,  0.0,15, 2.4,1,"I",,,"SP","Rifaina","(RSBR;IAG; MR-SC3)"
2013,02,14,14,10,03.00,,-16.600,-48.200,  0.0,40, 1.2,1,"I",,,"GO","Cruzeiro","(UnB; NO=6) (*) ??"
2013,02,16,20,25,45.00,,-16.700,-43.860,  0.0,5, 1.4,5,"I",,,"MG","Montes Claros","(RSBR;IAG; ML-SC3-0.5)"
2013,02,19,12,19,43.00,,-11.570,-48.220,  0.0,20, 2.8,1,"I",,,"TO","Sta Rosa do Tocantins","(RSBR;IAG; MR-SC3)"
2013,02,20,05,47,29.00,,-18.520,-45.490,  0.0,20, 1.3,1,"I","4",,"MG","Represa Três Marias","(RSBR;UnB NO=18) (*)"
2013,02,20,18,44,42.00,,-18.760,-44.910,  0.0,10, 2.9,1,"I",,,"MG","Felixlandia","(RSBR;IAG; MR-SC3)"
2013,02,22,12,01,58.00,,-27.930,-63.140,580.0,10, 6.1,0,"E","1-2",,"AR","Santiago Del Estero","(GS;mb-SC3; sentido PR)"
2013,02,27,23,28,52.00,,-18.680,-45.520,  0.0,20, 3.7,1,"I","4",,"MG","Biquinhas-Paineiras","(RSBR;IAG; MR-SC3;UnB 3.5)"
2013,03,01,19,20,05.00,,-11.650,-47.740,  0.0,15, 1.7,1,"I",,,"TO","Natividade","(UnB NO=50) (*)"
2013,03,03,13,36,31.00,,-5.420,-36.110,  0.0,10, 2.3,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,03,04,07,42,18.00,,-23.810,-43.630,  0.0,30, 2.8,1,"I",,,"RJ","Plataforma Continental","(RSBR;IAG;ESAR; MR-SC3)"
2013,03,04,12,29,16.00,,-18.540,-45.510,  0.0,18, 3.0,1,"I",,,"MG","Morada Nova de Minas","(RSBR;IAG; MR-SC3)"
2013,03,05,14,59,33.00,,-16.700,-43.890,  0.0,3, 1.5,1,"I",,,"MG","Montes Claros","(RSBR;IAG; MR-SC3)"
2013,03,17,20,28,29.00,,-3.670,-40.470,  0.0,12, 2.6,1,"I",,,"CE","Serra da Meruoca","(RSBR;IAG; MR-SC3; UFRN mag=2.9)"
2013,04,02,19,34,19.00,,-16.640,-43.920,  0.0,7, 1.5,1,"I",,,"MG","Montes Claros","(RSBR;IAG; MR-SC3)"
2013,04,03,05,29,40.00,,+0.550,-27.710, 10.0,50, 4.8,0,"I",,,"PE","Arquip.S.Pedro-S.Paulo","(RSBR;mb-SC3)"
2013,04,06,15,15,42.00,,-16.690,-43.850,  0.0,4, 2.0,1,"I",,,"MG","Montes Claros","(RSBR;IAG; MR-SC3)"
2013,04,06,21,04,22.00,,-21.130,-44.830,  0.0,10, 1.6,1,"I",,,"MG","Ibituruna","(RSBR;IAG; MR-SC3)"
2013,04,09,17,32,54.00,,-6.510,-50.060,  0.0,20, 2.8,1,"I",,,"PA","Canaã dos Carajás","(RSBR;UnB NO=16) Explosão?"
2013,04,16,23,06,44.00,,-12.700,-47.450,  0.0,50, 3.1,1,"I",,,"TO","Parana","(RSBR;IAG; MR-SC3)"
2013,04,18,10,10,52.00,,-16.697,-43.889,  1.5,1, 3.5,1,"I",,,"MG","Montes Claros","(IAG) 4-sta velest model Mw=3.0"
2013,04,20,14,58,21.00,,-21.170,-44.070,  0.0,8, 2.5,1,"I",,,"MG","Dores de Campos","(RSBR;IAG; MR-SC3)"
2013,04,21,08,40,08.00,,-3.770,-52.000,  0.0,10, 1.0,5,"I",,,"PA","60km NW de Altamira","(UnB NO=6) (*)"
2013,04,25,15,11,20.00,,-28.690,-53.140,  0.0,10, 2.7,1,"I",,,"RS","Quinze de Novembro","(RSBR;IAG; MR-SC3)"
2013,04,25,15,13,29.00,,-22.750,-50.580,  5.0,10, 2.6,1,"I",,,"SP","Taruma","(RSBR;IAG; MR-SC3)"
2013,05,01,12,53,07.00,,-22.570,-43.750,  0.0,5, 2.5,1,"I",,,"RJ","Mendes","(RSBR;IAG; MR-SC3)"
2013,05,15,16,06,23.00,,-20.250,-43.490,  0.0,30, 3.1,1,"D",,,"MG","Ouro Preto","(UnB? IAG?) expl.? <==== !!!"
2013,05,18,06,02,16.00,,+5.680,-58.130, 10.0,50, 4.8,0,"I",,,"GA","Guyana","(RSBR;mb-magSC3)"
2013,05,21,10,20,05.00,,-18.870,-48.380,  0.0,20, 1.4,1,"I",,,"MG","NE de Uberlândia","(UnB NO=6) (*)"
2013,05,21,17,30,56.00,,-4.070,-48.340,  0.0,20, 2.8,1,"I",,,"PA","Centro do Pará","(UnB NO=10) (*)"
2013,05,22,16,24,06.00,,-21.260,-43.010,  0.0,20, 2.1,1,"D",,,"MG","Piraúba","(UnB NO=10) expl.?(*)"
2013,05,22,16,30,10.00,,-20.860,-43.830,  0.0,20, 1.6,1,"D",,,"MG","Cristiano Otoni","(UnB NO=6) expl.?(*)"
2013,05,23,04,16,56.00,,-23.380,-45.550,  0.0,10, 2.6,1,"I",,,"SP","Natividade da Serra","(RSBR;IAG; MR-SC3)"
2013,05,29,18,19,07.00,,-21.140,-44.920,  0.0,1, 1.8,1,"I",,,"MG","Represa de Funil","(UnB) induzido? (*)"
2013,05,30,10,19,00.00,,-21.120,-44.950,  0.0,1, 1.0,5,"I",,,"MG","Represa de Funil","(UnB) induzido? (*)"
2013,06,01,03,19,24.00,,-21.170,-44.930,  0.0,1, 1.0,5,"I",,,"MG","Represa de Funil","(UnB) induzido? (*)"
2013,06,04,06,03,45.00,,-21.150,-44.930,  0.0,1, 1.0,5,"I",,,"MG","Represa de Funil","(UnB) induzido? (*)"
2013,06,06,04,43,19.00,,-7.860,-50.130,  0.0,30, 1.9,1,"I",,,"PA","Pau DArco","(UnB NO=8)"
2013,06,10,00,59,37.00,,-12.800,-52.060,  0.0,10, 2.9,1,"I",,,"PA","Querência","(UnB NO=19) (*)"
2013,06,12,05,41,03.00,,-21.150,-44.920,  0.0,1, 1.0,5,"I",,,"MG","Represa de Funil","(UnB NO=5) SDR? (*)"
2013,06,13,13,36,31.00,,-6.500,-50.110,  0.0,20, 2.5,1,"I",,,"PA","Canaã dos Carajás","(UnB NO=12) Explosão? (*)"
2013,06,15,08,14,04.00,,-19.350,-47.980,  0.0,20, 2.0,1,"I",,,"MG","Uberaba","(UnB NO=8) (*)"
2013,06,15,18,32,36.00,,-13.320,-46.440,  0.0,20, 1.6,1,"I",,,"GO","Divinópolis de Goiás","(UnB NO=8) (*)"
2013,06,20,19,58,03.00,,-16.690,-43.880,  0.0,1, 1.0,5,"I",,,"MG","Montes Claros","(UnB NO=12) (*)"
2013,06,22,06,04,47.00,,-13.950,-49.040,  2.0,10, 3.4,1,"I","4",,"GO","Mutunopolis","(RSBR;UnB; MR-SC3)"
2013,06,22,06,24,10.00,,-13.780,-49.080,  0.0,10, 2.4,1,"I",,,"GO","Mutunopolis","(UnB NO=23) (*)"
2013,06,25,19,30,27.00,,-21.150,-44.930,  0.0,1, 1.8,1,"I",,,"MG","Represa de Funil","(UnB NO=6) induzido? (*)"
2013,07,26,02,11,57.00,,-10.680,-48.320,  0.0,20, 1.8,1,"I",,,"TO","Porto Nacional","(UnB NO=6) (*)"
2013,07,30,04,22,04.00,,-13.780,-48.370,  0.0,20, 3.3,1,"I",,,"GO","Campinacu","(RSBR;IAG; MR-SC3)"
2013,07,30,09,52,31.00,,-13.670,-49.020,  0.0,5, 2.5,1,"I",,,"GO","Santa Tereza de Goias","(RSBR;IAG; MR-SC3)"
2013,07,30,17,43,17.00,,-19.580,-43.410,  0.0,20, 2.9,1,"I",,,"MG","Bom Jesus do Amparo","(UnB NO=22)"
2013,07,31,21,26,21.00,,-22.350,-47.930,  0.0,15, 2.5,1,"I",,,"SP","Itirapina","(RSBR;IAG; MR-SC3)"
2013,08,02,19,24,27.00,,-19.030,-43.260,  0.0,10, 2.1,1,"I",,,"MG","Dom Joaquim","(RSBR;IAG; MR-SC3)"
2013,08,11,10,32,34.00,,-13.620,-47.240,  0.0,10, 2.5,1,"I",,,"GO","Sta Terezinha de Goiás","(UnB) (*)"
2013,08,11,14,53,46.00,,-7.920,-50.130,  0.0,15, 4.4,0,"I","5",,"PA","Redenção e Pau dArco","(RSBR; mb-magSC3)"
2013,09,28,16,10,08.00,,-19.530,-43.330,  0.0,20, 2.8,1,"I",,,"MG","Itambé de Mato Dentro","(UnB NO=17)"
2013,10,01,20,04,14.00,,-4.220,-48.440,  0.0,20, 2.7,1,"I",,,"PA","Pará","(UnB NO=8) (*)"
2013,10,06,12,53,23.00,,-19.510,-56.540,  0.0,20, 2.6,1,"I",,,"MS","Miranda","(RSBR;IAG; MR-SC3)"
2013,10,07,02,35,46.00,,-19.740,-46.740,  0.0,20, 1.9,1,"I",,,"MG","Araxá","(UnB NO=7) (*)"
2013,10,09,20,40,28.00,,-22.650,-40.560,  0.0,20, 2.8,1,"I",,,"RJ","Quissama","(RSBR;IAG; MR-SC3)"
2013,10,13,10,49,59.00,,-9.670,-72.290, 16.0,60, 4.5,0,"I",,,"AC","Jordao","(RSBR; mb-magSC3)"
2013,10,24,22,34,41.00,,-5.380,-36.110,  0.0,10, 2.7,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,25,11,09,39.00,,-5.390,-36.090,  2.0,10, 3.7,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,25,12,01,12.00,,-25.972,-57.364, 10.0,20, 3.3,1,"I",,,"PY","Yaceretá","(INPRES;RSBR)"
2013,10,27,03,02,06.00,,-20.070,-51.100,  0.0,10, 2.7,1,"I",,,"MS","Aparecida do Taboado","(RSBR;IAG; MR-SC3)"
2013,10,28,14,22,40.00,,-5.420,-36.120,  0.0,10, 2.2,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,29,15,17,29.00,,-5.390,-36.120,  0.0,10, 3.4,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,30,17,58,56.00,,-5.460,-36.130,  0.0,10, 2.1,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,31,14,03,40.00,,-31.730,-53.180,  0.0,25, 2.8,1,"I",,,"RS","Pinheiro Machado","(RSBR;IAG; MR-SC3)"
2013,10,31,22,56,10.00,,-5.290,-36.110,  0.0,10, 2.6,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,01,01,05,14.00,,-5.440,-36.120,  2.0,10, 2.0,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,01,11,51,17.00,,-5.440,-36.130,  2.0,10, 2.8,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,01,22,07,49.00,,-5.450,-36.120,  2.0,10, 2.5,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,02,10,25,34.00,,-5.440,-36.110,  2.0,10, 2.1,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,02,11,28,51.00,,-5.580,-36.160,  2.0,10, 1.8,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,02,14,34,06.00,,-5.480,-36.140,  2.0,10, 1.5,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,02,19,29,42.00,,-5.450,-36.130,  2.0,10, 1.9,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,03,11,39,56.00,,-5.480,-36.140,  2.0,10, 2.4,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,03,11,41,57.00,,-5.490,-36.140,  2.0,10, 2.1,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,05,04,06,32.00,,-5.470,-36.140,  2.0,10, 2.0,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,05,05,28,06.00,,-5.440,-36.120,  2.0,10, 2.0,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,05,16,38,13.00,,-5.490,-36.150,  2.0,10, 3.0,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,11,00,15,00.00,,-0.100,-67.100,  0.0,30, 3.0,4,"C","5",,"AM","S.Gabriel da Cachoeira","(IAG;UnB)"
2013,11,11,14,31,40.00,,-19.340,-43.520,  0.0,20, 3.0,1,"D",,,"MG","Itabira expl?","(RSBR;IAG)"
2013,11,13,18,19,25.00,,-15.110,-48.980,  0.0,10, 1.9,1,"I",,,"GO","Barro Alto","(UnB NO=14) (*)"
2013,11,15,07,42,34.00,,-5.480,-36.130,  2.0,10, 3.0,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,25,13,04,11.00,,-5.460,-36.140,  0.0,20, 2.8,1,"I",,,"RN","Pedra Preta","(IAG;UFRN)"
2013,11,27,05,50,05.00,,-5.370,-35.770,  0.0,20, 3.5,1,"I",,,"RN","Parazinho","(IAG;UFRN)"
2013,12,01,22,26,56.00,,-5.570,-36.160,  0.0,20, 1.7,1,"I",,,"RN","Pedra Preta","(IAG;UFRN)"
2013,12,02,06,16,40.00,,-5.410,-36.100,  0.0,20, 3.2,1,"I",,,"RN","Pedra Preta","(IAG;UFRN; mag=4.0?)"
2013,12,04,19,12,28.00,,-5.470,-36.140,  0.0,20, 2.1,1,"I",,,"RN","Pedra Preta","(IAG;UFRN)"
2013,12,06,15,41,36.00,,-5.510,-36.140,  0.0,20, 2.4,1,"I",,,"RN","Pedra Preta","(IAG;UFRN)"
2013,12,08,16,54,00.00,,-4.190,-31.250,  0.0,20, 4.7,0,"I",,,"RN","F.Noronha","(IAG;UFRN)"
2013,12,14,05,58,28.00,,-11.710,-47.630,  0.0,10, 1.8,1,"I",,,"TO","Chapada da Natividade","(UnB NO=13)"
2013,12,26,16,25,23.00,,-5.560,-36.160,  0.0,20, 2.1,5,"I",,,"RN","Pedra Preta","(IAG;UFRN)"
2013,12,28,13,40,45.00,,-0.420,-60.220,  0.0,20, 4.0,0,"I",,,"AM","Pitinga","(RSBR; UnB NO=31)"
2014,01,05,20,32,10.00,,-5.440,-36.110,  2.0,16, 1.3,5,"I",,,"RN","Pedra_Preta","(RSBR) IAG) SC3 ML-0.5"
2014,01,07,08,40,00.00,,-16.700,-43.900,  1.0,5, 2.5,4,"C","4",,"MG","Montes Claros","(RSBR) UnB)"
2014,01,07,12,14,00.00,,-5.520,-36.170,  0.0,10, 2.6,1,"I",,,"RN","Pedra Preta","(RSBR) UFRN)"
2014,01,22,15,39,48.00,,-23.550,-51.830,  0.0,18, 2.6,1,"D",,,"PR","Maringa","(RSBR) IAG) detonação Pedreira Ingá"
2014,01,30,23,48,00.00,,-21.920,-49.810,  2.0,10, 2.4,1,"I",,,"SP","Guaimbê","(RSBR) IAG)"
2014,02,11,03,56,33.00,,-19.970,-43.810,  0.0,20, 3.0,1,"I","4",,"MG","Raposo S.J.Lapa","(RSBR) UnB)"
2014,03,09,06,02,29.00,,-23.990,-41.970,  0.0,40, 2.2,1,"I",,,"RJ","Arraial do Cabo","(RSBR)"
2014,03,10,12,38,20.00,,-12.560,-41.730,  0.0,30, 2.0,5,"C",,,"BA","Brotas de Macaubas","(UFRN) RSBR nao registrou"
2014,03,11,17,42,11.00,,+0.370,-27.970, 10.0,50, 5.0,0,"I",,,"PE","Arquip.S.Pedro/S.Paulo","(RSBR)"
2014,03,17,06,55,29.00,,-24.560,-45.540,  0.0,20, 2.2,1,"I",,,"SP","Ilhabela","(RSBR)"
2014,03,19,21,17,49.00,,-21.080,-48.540,  0.0,1, 0.8,5,"I",,,"SP","Taiacu","(RSBR)"
2014,03,27,17,59,16.00,,-8.600,-74.010,160.0,30, 5.1,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR) UnB) SC3mR=4.3"
2014,04,01,16,06,58.00,,-16.710,-43.730,  0.0,2, 2.5,1,"I","3",,"MG","Montes Claros","(RSBR) IAG;JANB)"
2014,04,01,16,11,23.00,,-16.630,-43.740,  0.0,2, 2.0,1,"I","3",,"MG","Montes Claros","(RSBR) IAG;JANB)"
2014,04,04,16,59,51.00,,-13.670,-49.180,  0.0,20, 3.3,1,"I",,,"GO","Mutunópolis","(RSBR) IAG;UnB)"
2014,04,04,17,05,51.00,,-13.700,-49.230,  0.0,5, 2.8,1,"I",,,"GO","Mutunópolis","(RSBR)"
2014,04,05,17,08,41.00,,-20.270,-43.930,  0.0,10, 2.1,1,"I",,,"MG","Itabirito Herculano","(RSBR) IAG) causou desabamento caverna?"
2014,04,05,17,09,11.00,,-20.270,-43.930,  0.0,10, 2.7,1,"I",,,"MG","Itabirito Herculano","(RSBR) IAG) causou desabamento caverna?"
2014,04,05,17,11,55.00,,-20.270,-43.930,  0.0,10, 2.1,1,"I",,,"MG","Itabirito Herculano","(RSBR) IAG) causou desabamento caverna?"
2014,04,05,17,19,41.00,,-20.270,-43.930,  0.0,10, 1.8,1,"I",,,"MG","Itabirito Herculano","(RSBR) IAG) causou desabamento caverna?"
2014,04,05,17,22,04.00,,-20.270,-43.930,  0.0,10, 1.8,1,"I",,,"MG","Itabirito Herculano","(RSBR) IAG) causou desabamento caverna?"
2014,04,06,13,39,29.60,,-16.688,-43.890,  1.9,0, 3.3,1,"I","5",,"MG","Montes Claros","(RSBR) IAG;UnB)corr. JANB BSFB BSCB + Local MC"
2014,04,06,13,43,50.00,,-16.700,-43.881,  0.0,1, 1.9,5,"I","3",,"MG","Montes Claros","(RSBR) IAG;JANB; SC3 ML-0.5)"
2014,04,06,14,47,00.00,,-16.680,-43.891,  0.0,2, 2.3,1,"I","3",,"MG","Montes Claros","(RSBR) IAG;JANB)"
2014,04,06,19,31,05.30,,-16.685,-43.888,  1.9,0, 3.4,1,"I","5",,"MG","Montes Claros","(RSBR) IAG;UnB corr. JANB BSFB BSCB + Local MC"
2014,04,07,15,27,34.00,,-8.290,-71.520,579.0,50, 5.2,0,"I",,,"AC","Tarauacá","(RSBR)"
2014,04,08,02,55,23.00,,-16.770,-43.970,  0.0,2, 2.9,1,"I","4",,"MG","Montes Claros","(RSBR)"
2014,04,08,08,33,52.00,,-24.520,-45.190,  0.0,20, 1.8,1,"I",,,"SP","Ilhabela","(RSBR)"
2014,04,11,18,51,37.00,,-16.690,-43.730,  2.0,5, 1.6,1,"I",,,"MG","Montes Claros","(RSBR)"
2014,04,12,17,36,12.00,,-12.480,-57.190,  0.0,30, 2.6,1,"I",,,"MT","Nova Maringá","(RSBR)"
2014,04,14,07,47,31.00,,+4.890,-32.020, 10.0,50, 4.4,0,"I",,,"PE","Arquip.S.Pedro/S.Paulo","(RSBR)"
2014,04,15,01,17,26.00,,-19.470,-45.390,  2.0,22, 2.0,1,"I",,,"MG","Martinho Campos","(RSBR)"
2014,04,17,16,30,22.00,,-14.920,-58.650,  0.0,30, 2.5,1,"I",,,"MT","Reserva do Cabaçal","(RSBR)"
2014,04,17,16,44,48.00,,-17.190,-50.790,  0.0,45, 2.2,1,"I",,,"GO","St. Antonio da Barra","(RSBR)"
2014,04,20,16,09,44.00,,-2.970,-40.600,  0.0,10, 2.3,1,"I",,,"CE","Jijoca de Jericoacoara","(RSBR)"
2014,04,23,16,45,24.00,,-15.120,-59.950,  0.0,15, 2.9,1,"I",,,"MT","Vila B. Stma. Trindade","(RSBR) detonação??"
2014,04,27,12,45,09.00,,-5.910,-35.570,  2.0,10, 1.3,5,"I",,,"RN","São Pedro","(RSBR) SC3 ML-0.5"
2014,04,27,12,51,39.00,,-5.910,-36.560,  2.0,15, 1.7,5,"I",,,"RN","Santana do Matos","(RSBR) SC3 ML-0.5"
2014,04,29,17,09,53.00,,-14.970,-59.780,  0.0,20, 2.4,1,"I",,,"MT","Vila B. Stma. Trindade","(RSBR) detonação??"
2014,05,02,11,37,33.00,,-19.550,-57.370,  0.0,30, 3.7,1,"I",,,"MS","Ladário","(RSBR)"
2014,05,07,20,01,35.00,,-23.290,-45.740,  0.0,10, 1.9,1,"D",,,"SP","Jambeiro","(RSBR) IPT detonação Pedreira Jambeiro"
2014,05,08,14,54,01.00,,-20.600,-45.290,  0.0,40, 2.4,1,"I",,,"MG","Camacho","(RSBR) detonação??"
2014,05,12,16,32,39.00,,-16.410,-56.290,  0.0,45, 2.6,1,"I",,,"MT","Barão de Melgaço","(RSBR)"
2014,05,13,02,49,37.00,,-23.660,-45.970,  0.0,12, 2.1,1,"I",,,"SP","Biritiba-Mirim","(RSBR)"
2014,05,15,06,03,38.00,,-16.660,-43.880,  2.0,5, 1.3,1,"I",,,"MG","Montes Claros","(RSBR)"
2014,05,15,14,17,59.00,,-23.590,-51.800,  0.0,20, 2.7,1,"I",,,"PR","Marialva-reg.Maringá","(RSBR)"
2014,05,15,14,57,42.00,,-16.690,-43.860,  2.0,5, 1.5,1,"I",,,"MG","Montes Claros","(RSBR)"
2014,05,15,15,03,28.00,,-10.410,-48.910,  0.0,20, 3.0,1,"I",,,"TO","Pugmil-Nova Rosalândia","(RSBR)"
2014,05,16,20,01,22.00,,-16.730,-44.000,  2.0,15, 1.5,1,"I",,,"MG","Montes Claros","(RSBR)"
2014,05,19,16,38,28.00,,-14.710,-59.100,  0.0,50, 2.1,1,"I",,,"MT","Conquista D'Oeste","(RSBR) detonação???"
2014,05,20,17,02,11.00,,-31.600,-53.860,  0.0,20, 2.4,1,"I",,,"RS","Candiota","(RSBR)"
2014,05,20,17,08,08.00,,-5.530,-55.300,  0.0,100, 3.0,1,"I",,,"PA","Trairão","(RSBR)"
2014,05,20,19,23,10.00,,-16.690,-43.870,  2.0,2, 1.7,1,"I",,,"MG","Montes Claros","(RSBR)"
2014,05,21,19,58,50.00,,-16.780,-43.900,  2.0,10, 1.7,1,"I",,,"MG","Montes Claros","(RSBR)"
2014,05,22,05,28,02.00,,-21.060,-44.660,  0.0,10, 1.2,5,"I",,,"MG","Bom Sucesso","(RSBR) SC3 ML-0.5"
