year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
2010,12,31,03,01,,,-5.460,-36.100,  5.0,3, 2.6,1,"I",,,"RN","Pedra Preta","(UFRN)"
2011,01,08,11,49,23.00,,-13.580,-48.890,  0.0,13, 4.1,1,"I",,,"GO","Trombas-Formosa","(UnB; Carvalho etal.2020)"
2011,02,03,19,43,39.00,,-21.890,-41.420,  0.0,70, 2.5,1,"I",,,"RJ","Campo de Goytacazes","(ESAR)"
2011,02,26,22,51,52.10,,-13.757,-49.156,  0.7,0, 3.4,1,"I",,,"GO","Estr. Norte; Mara Rosa","(UnB; Barros et al.2015)"
2011,02,27,07,41,,,-29.140,-51.100,  0.0,20, 3.1,1,"I",,,"RS","Caxias do Sul","(IPT)"
2011,03,04,06,59,41.40,,-13.755,-49.157,  1.8,0, 3.6,1,"I",,,"GO","Estr. Norte; Mara Rosa","(Barros etal.2015; UnB mag=3.7; IAG mag=3.5)"
2011,03,04,07,02,07.00,,-13.780,-49.210,  0.0,10, 2.8,1,"I",,,"GO","Estrela Norte","(UnB)"
2011,03,04,07,05,35.00,,-13.780,-49.210,  0.0,10, 3.1,1,"I",,,"GO","Estrela Norte","(UnB)"
2011,03,05,23,28,45.40,,-16.701,-43.883,  0.0,1, 3.3,1,"I",,,"MG","Montes Claros","(IAG; UnB) Lg relative epic and OT"
2011,03,09,12,02,55.00,,-15.730,-51.100,  0.0,20, 3.6,1,"I",,,"GO","Santa Fé de Goiás","(UnB;IAG)"
2011,03,12,15,48,,,-5.550,-35.660,  0.0,5, 2.6,1,"I",,,"RN","Taipu","(UFRN)"
2011,04,04,15,20,,,-3.500,-40.290,  0.0,10, 2.7,1,"I",,,"CE","Massapeh","(UFRN)"
2011,04,19,01,19,,,-3.630,-40.510,  0.0,5, 2.7,1,"I",,,"CE","Serra da Meruoca","(UFRN)"
2011,04,23,02,58,,,-3.500,-40.290,  0.0,10, 2.7,1,"I",,,"CE","Massapeh","(UFRN)"
2011,04,27,20,38,,,-28.210,-51.530,  0.0,20, 2.5,0,"I",,,"RS","Lagoa Vermelha","(IPT) detonacao?"
2011,06,19,07,09,20.00,,-14.690,-49.770,  0.0,20, 3.5,1,"I",,,"GO","Pilar de Goiás","(UnB NO=14;IAG)"
2011,06,24,11,58,57.00,,-21.430,-47.100,  0.0,100, 2.5,1,"I",,,"SP","Ribeirão Preto","(ESAR)"
2011,07,27,18,25,50.00,,-22.180,-39.550,  0.0,50, 3.2,1,"I","3",,"RJ","Plataforma Continental","(IAG;ESAR)"
2011,08,01,06,18,35.00,,-25.050,-52.830,  0.0,30, 2.8,1,"I",,,"PR","Guaraniacu","(IAG;IPT)"
2011,08,08,13,53,,,-3.630,-40.510,  5.0,5, 3.0,1,"I",,,"CE","S.da Meruoca","(UFRN)"
2011,08,14,16,50,10.00,,-21.170,-44.950,  0.0,10, 3.2,1,"I",,,"MG","Ijaci; Funil","(UnB;IAG) Induzido?"
2011,08,18,21,14,54.00,,-30.440,-49.960,  0.0,50, 3.3,1,"I",,,"RS","Plataforma Continental","(IAG;IPT)"
2011,09,09,13,22,07.00,,-16.590,-43.900,  0.0,10, 2.6,1,"I",,,"MG","Montes Claros","(UnB;IAG)"
2011,09,22,11,57,12.00,,-29.470,-50.080,  0.0,20, 2.6,1,"I",,,"RS","Maquineh","(IPT;IAG)"
2011,10,05,18,09,31.00,,-21.190,-44.950,  0.0,5, 2.6,1,"I",,,"MG","Ijaci Represa de Funil","(UnB NO=3) vários"
2011,10,10,13,22,47.00,,-16.590,-43.900,  0.0,10, 2.6,1,"I",,,"MG","Montes Claros","(UnB)"
2011,10,14,07,17,06.00,,-20.630,-45.760,  0.0,20, 2.8,1,"I",,,"MG","Santo Inacio","(IAG;ESAR;UNESP-RC;IPT)"
2011,10,17,23,24,,,-23.380,-45.660,  0.0,5, 2.6,1,"I","4",,"SP","Paraibuna","(IPT)"
2011,10,22,06,,,,-10.480,-51.760,  0.0,50, 3.0,4,"C","3-4",,"MT","Confresa","(www.acessenoticias.com.br) 03hs local"
2011,10,22,19,29,49.00,,-20.100,-43.940,  0.0,5, 3.4,1,"I","4-5",,"MG","Nova Lima","(IAG;UnB;ESAR;UNESP-RC)"
2011,10,23,10,17,,,-5.540,-35.750,  0.0,5, 2.6,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,24,12,38,,,-5.540,-35.750,  0.0,5, 2.8,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,11,13,07,39,27.00,,-21.290,-45.140,  0.0,40, 2.6,1,"I",,,"MG","Lavras","(ESAR)"
2011,11,23,07,09,16.00,,-21.200,-44.950,  0.0,10, 2.6,1,"I",,,"MG","Ijaci","(UnB;IAG)"
2011,12,03,15,49,,,-8.960,-40.470,  0.0,20, 3.3,1,"I","4-5",,"PE","Petrolina","(UFRN)"
2011,12,06,07,45,28.00,,-14.320,-50.230,  0.0,20, 3.4,1,"I",,,"GO","Nova Crixás","(UnB; IAG)"
2011,12,15,13,01,54.00,,-16.590,-40.700,  0.0,20, 3.6,4,"I","3-4",,"MG","Felisburgo; SA.Jacinto","(IAG;UnB)"
2011,12,18,18,55,48.00,,-29.300,-50.220,  0.0,40, 2.7,1,"I",,,"RS","Maquine","(IAG;IPT)"
2011,12,20,12,22,,,-16.590,-43.900,  0.0,30, 2.7,1,"I",,,"MG","Montes Claros?","(UnB;IAG)"
2011,12,25,08,05,27.00,,-13.000,-48.380,  0.0,20, 2.6,1,"I",,,"TO","Palmeirópolis","(UnB NO=6; IAG)"
2012,01,22,07,10,38.00,,-13.840,-49.070,  1.0,5, 2.9,1,"I","3",,"GO","Mara Rosa","(UnB NO=10)"
2012,02,17,07,11,,,-3.000,-41.140,  0.0,20, 2.5,1,"I",,,"CE","Barroquinha","(UFRN)"
2012,02,21,06,36,25.00,,-23.380,-45.660,  0.0,5, 3.3,1,"I",,,"SP","Paraibuna","(IAG;IPT)"
2012,02,24,21,50,21.00,,-12.050,-63.500,  0.0,100, 3.6,1,"I",,,"RO","S.Fco Guapore","(UnB SAML)"
2012,03,14,10,40,49.00,,-28.160,-48.130,  0.0,30, 3.1,1,"I",,,"SC","Plataf. Continental","(IAG;IPT)"
2012,03,24,17,02,16.00,,-25.420,-44.650,  0.0,40, 2.7,1,"I",,,"SP","Plataf. Continental","(ON)"
2012,03,27,07,05,16.00,,-15.640,-54.320,  0.0,20, 3.1,1,"I",,,"MT","Primavera do Leste","(UnB)"
2012,03,28,14,15,,,-8.250,-36.160,  0.0,5, 2.6,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,28,23,53,,,-8.250,-36.160,  0.0,5, 2.6,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,29,17,15,,,-8.250,-36.160,  0.0,5, 3.1,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,31,16,09,53.00,,-13.450,-49.950,  0.0,30, 3.7,1,"I",,,"GO","S.Miguel Araguaia","(UnB)"
2012,03,31,16,22,23.00,,-6.100,-50.160,  0.0,20, 2.5,5,"I",,,"PA","Carajás detonação ???","(UnB NO=12)"
2012,04,02,05,21,16.00,,-16.590,-43.900,  0.0,10, 2.8,1,"I",,,"MG","Montes Claros","(IAG) sentido"
2012,04,02,07,19,33.00,,-16.590,-43.900,  0.0,10, 2.7,1,"I",,,"MG","Montes Claros","(IAG) sentido"
2012,04,15,18,04,,,-5.460,-36.100,  0.0,5, 2.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,04,21,06,36,25.00,,-23.380,-45.660,  0.0,5, 3.2,1,"I",,,"SP","Paraibuna","(IAG;IPT)"
2012,04,22,,,,,-11.400,-41.800,  0.0,50, 2.8,1,"I",,,"BA","Lapão","(UnB)"
2012,04,24,01,34,13.00,,-13.770,-49.110,  0.0,10, 3.2,0,"I","3",,"GO","Estrela do Norte","(UnB;IAG)"
2012,05,01,08,48,,,-5.980,-37.870,  0.0,5, 2.7,1,"I",,,"RN","Umarizal","(UFRN;IAG)"
2012,05,17,10,50,31.00,,-13.770,-48.930,  0.0,5, 2.7,1,"I","3",,"GO","Mara Rosa","(UnB)"
2012,05,19,13,41,22.56,,-16.695,-43.885,  1.1,2, 4.0,1,"I","5-6",,"MG","Montes Claros","(IAG;UnB;USGS) rel.loc. P S wrt 12-09-12 hypoDD"
2012,05,19,13,44,35.00,,-16.730,-43.980,  0.0,10, 2.7,1,"I","3",,"MG","Montes Claros","(UnB)"
2012,05,19,16,44,36.00,,-16.700,-43.890,  0.0,5, 2.6,1,"I","3",,"MG","Montes Claros","(IAG;UnB)"
2012,05,20,19,32,39.00,,-16.700,-43.890,  0.0,5, 2.8,1,"I","4",,"MG","Montes Claros","(UnB;IAG)"
2012,05,22,17,09,06.00,,-16.700,-43.890,  0.0,5, 3.0,1,"I",,,"MG","Montes Claros","(UnB;IAG)"
2012,06,10,10,38,19.00,,-25.400,-45.420,  0.0,40, 2.8,1,"I",,,"SP","Plataforma continental","(ON)"
2012,06,20,13,52,,,-5.460,-36.100,  0.0,3, 2.7,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,06,29,12,18,19.00,,-2.260,-49.350,  0.0,40, 3.6,1,"I","4-5",,"PA","Baiao","(UnB)"
2012,07,11,20,19,51.00,,-21.790,-41.440,  0.0,40, 2.5,1,"I",,,"RJ","Plataforma continental","(ON)"
2012,07,14,06,40,16.00,,-29.370,-51.250,  0.0,10, 2.8,5,"I",,,"RS","ValeReal Caxias do Sul","(USP;IPT) MLv"
2012,07,19,14,59,07.00,,-15.380,-51.170,  0.0,20, 4.0,1,"I",,,"GO","Britânia","(UnB; IAG)"
2012,07,28,12,49,28.00,,-15.430,-51.160,  0.0,20, 3.5,1,"I",,,"GO","Britânia","(UnB mR 3.8; USP mR 3.3)"
2012,08,02,07,14,,,-3.630,-40.510,  0.0,5, 2.9,1,"I",,,"CE","Serra da Meruoca","(UFRN;UnB)"
2012,09,11,23,05,,,-5.460,-36.100,  0.0,5, 2.7,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,09,12,18,06,,,-5.460,-36.100,  0.0,5, 3.0,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,09,12,23,56,45.68,,-16.704,-43.884,  0.5,1, 2.9,1,"I","4",,"MG","Montes Claros","(IAG;UnB) 9-sta local net; hypodd"
2012,09,14,22,10,04.00,,-19.950,-44.840,  0.0,100, 2.9,1,"I",,,"MG","Sao Goncalo do Parah","(IAG)"
2012,10,03,04,52,,,-8.250,-36.160,  0.0,5, 2.7,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,10,06,22,52,,,-5.460,-36.100,  0.0,5, 2.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,11,17,00,41,,,-5.520,-35.750,  0.0,5, 2.8,1,"I",,,"RN","Joao Camara","(UFRN)"
2012,11,18,13,28,,,-5.460,-36.100,  0.0,5, 2.6,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,11,25,22,57,42.00,,-9.460,-63.020,  0.0,40, 4.7,0,"I","3",,"RO","Ariquemes","(USGS) epic mb NEIC"
2012,12,06,04,49,41.00,,-3.150,-50.900,  0.0,10, 3.0,5,"I",,,"PA","50 km de Anapu","(UnB NO=9; IAG)"
2012,12,08,18,52,34.00,,-13.560,-49.180,  0.0,50, 3.8,1,"I",,,"GO","Mara Rosa Porangatu","(UnB)"
2012,12,19,04,54,38.49,,-16.697,-43.879,  1.4,1, 3.5,1,"I","5",,"MG","Montes Claros","(IAG) 4-sta net; corr. HYPODD"
2012,12,19,05,31,16.86,,-16.700,-43.882,  1.3,1, 3.5,1,"I","5",,"MG","Montes Claros","(IAG) 4-sta net; corr. HYPODD"
2012,12,21,12,37,,,-5.460,-36.100,  0.0,5, 3.6,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,22,08,56,22.00,,-29.320,-51.200,  0.0,10, 3.4,5,"I",,,"RS","ValeReal Caxias do Sul","(USP;IPT) MLv"
2012,12,23,04,26,17.00,,-18.410,-56.790,  0.0,20, 3.4,1,"I",,,"MS","Mato Grosso do Sul","(UnB; IAG)"
2012,12,23,06,06,43.00,,-16.700,-43.880,  2.0,5, 2.7,1,"I","4",,"MG","Montes Claros","(IAG) mag de PMNB"
2012,12,24,11,37,,,-5.460,-36.100,  0.0,5, 2.7,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,12,28,02,25,32.00,,-5.240,-35.860,  0.0,5, 2.6,1,"I",,,"RN","Parazinho","(UFRN)"
2013,01,05,12,18,45.00,,-5.450,-36.140,  0.0,10, 3.3,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,01,05,13,01,47.00,,-5.450,-36.130,  0.0,10, 2.7,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,01,22,03,59,55.00,,-16.720,-54.360,  0.0,30, 3.2,5,"I",,,"MT","Pedra Preta","(UnB) (*)"
2013,01,25,11,38,58.00,,-8.440,-50.070,  0.0,20, 2.8,1,"I",,,"PA","Sta Maria das Barreiras","(UnB NO=16) (*)"
2013,02,03,08,47,51.00,,-21.850,-46.890,  0.0,5, 2.9,1,"I","3-4",,"SP","Vargem Grande do Sul","(RSBR;IAG; MR-SC3)"
2013,02,05,01,02,56.00,,-21.190,-42.560,  0.0,6, 3.0,1,"I",,,"MG","Mirai","(RSBR;IAG; MR-SC3)"
2013,02,19,12,19,43.00,,-11.570,-48.220,  0.0,20, 2.8,1,"I",,,"TO","Sta Rosa do Tocantins","(RSBR;IAG; MR-SC3)"
2013,02,20,18,44,42.00,,-18.760,-44.910,  0.0,10, 2.9,1,"I",,,"MG","Felixlandia","(RSBR;IAG; MR-SC3)"
2013,02,27,23,28,52.00,,-18.680,-45.520,  0.0,20, 3.7,1,"I","4",,"MG","Biquinhas-Paineiras","(RSBR;IAG; MR-SC3;UnB 3.5)"
2013,03,04,07,42,18.00,,-23.810,-43.630,  0.0,30, 2.8,1,"I",,,"RJ","Plataforma Continental","(RSBR;IAG;ESAR; MR-SC3)"
2013,03,04,12,29,16.00,,-18.540,-45.510,  0.0,18, 3.0,1,"I",,,"MG","Morada Nova de Minas","(RSBR;IAG; MR-SC3)"
2013,03,17,20,28,29.00,,-3.670,-40.470,  0.0,12, 2.6,1,"I",,,"CE","Serra da Meruoca","(RSBR;IAG; MR-SC3; UFRN mag=2.9)"
2013,04,09,17,32,54.00,,-6.510,-50.060,  0.0,20, 2.8,1,"I",,,"PA","Canaã dos Carajás","(RSBR;UnB NO=16) Explosão?"
2013,04,16,23,06,44.00,,-12.700,-47.450,  0.0,50, 3.1,1,"I",,,"TO","Parana","(RSBR;IAG; MR-SC3)"
2013,04,18,10,10,52.00,,-16.697,-43.889,  1.5,1, 3.5,1,"I",,,"MG","Montes Claros","(IAG) 4-sta velest model Mw=3.0"
2013,04,20,14,58,21.00,,-21.170,-44.070,  0.0,8, 2.5,1,"I",,,"MG","Dores de Campos","(RSBR;IAG; MR-SC3)"
2013,04,25,15,11,20.00,,-28.690,-53.140,  0.0,10, 2.7,1,"I",,,"RS","Quinze de Novembro","(RSBR;IAG; MR-SC3)"
2013,04,25,15,13,29.00,,-22.750,-50.580,  5.0,10, 2.6,1,"I",,,"SP","Taruma","(RSBR;IAG; MR-SC3)"
2013,05,01,12,53,07.00,,-22.570,-43.750,  0.0,5, 2.5,1,"I",,,"RJ","Mendes","(RSBR;IAG; MR-SC3)"
2013,05,18,06,02,16.00,,+5.680,-58.130, 10.0,50, 4.8,0,"I",,,"GA","Guyana","(RSBR;mb-magSC3)"
2013,05,21,17,30,56.00,,-4.070,-48.340,  0.0,20, 2.8,1,"I",,,"PA","Centro do Pará","(UnB NO=10) (*)"
2013,05,23,04,16,56.00,,-23.380,-45.550,  0.0,10, 2.6,1,"I",,,"SP","Natividade da Serra","(RSBR;IAG; MR-SC3)"
2013,06,10,00,59,37.00,,-12.800,-52.060,  0.0,10, 2.9,1,"I",,,"PA","Querência","(UnB NO=19) (*)"
2013,06,13,13,36,31.00,,-6.500,-50.110,  0.0,20, 2.5,1,"I",,,"PA","Canaã dos Carajás","(UnB NO=12) Explosão? (*)"
2013,06,22,06,04,47.00,,-13.950,-49.040,  2.0,10, 3.4,1,"I","4",,"GO","Mutunopolis","(RSBR;UnB; MR-SC3)"
2013,07,30,04,22,04.00,,-13.780,-48.370,  0.0,20, 3.3,1,"I",,,"GO","Campinacu","(RSBR;IAG; MR-SC3)"
2013,07,30,09,52,31.00,,-13.670,-49.020,  0.0,5, 2.5,1,"I",,,"GO","Santa Tereza de Goias","(RSBR;IAG; MR-SC3)"
2013,07,30,17,43,17.00,,-19.580,-43.410,  0.0,20, 2.9,1,"I",,,"MG","Bom Jesus do Amparo","(UnB NO=22)"
2013,07,31,21,26,21.00,,-22.350,-47.930,  0.0,15, 2.5,1,"I",,,"SP","Itirapina","(RSBR;IAG; MR-SC3)"
2013,08,11,10,32,34.00,,-13.620,-47.240,  0.0,10, 2.5,1,"I",,,"GO","Sta Terezinha de Goiás","(UnB) (*)"
2013,08,11,14,53,46.00,,-7.920,-50.130,  0.0,15, 4.4,0,"I","5",,"PA","Redenção e Pau dArco","(RSBR; mb-magSC3)"
2013,09,28,16,10,08.00,,-19.530,-43.330,  0.0,20, 2.8,1,"I",,,"MG","Itambé de Mato Dentro","(UnB NO=17)"
2013,10,01,20,04,14.00,,-4.220,-48.440,  0.0,20, 2.7,1,"I",,,"PA","Pará","(UnB NO=8) (*)"
2013,10,06,12,53,23.00,,-19.510,-56.540,  0.0,20, 2.6,1,"I",,,"MS","Miranda","(RSBR;IAG; MR-SC3)"
2013,10,09,20,40,28.00,,-22.650,-40.560,  0.0,20, 2.8,1,"I",,,"RJ","Quissama","(RSBR;IAG; MR-SC3)"
2013,10,13,10,49,59.00,,-9.670,-72.290, 16.0,60, 4.5,0,"I",,,"AC","Jordao","(RSBR; mb-magSC3)"
2013,10,24,22,34,41.00,,-5.380,-36.110,  0.0,10, 2.7,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,25,11,09,39.00,,-5.390,-36.090,  2.0,10, 3.7,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,25,12,01,12.00,,-25.972,-57.364, 10.0,20, 3.3,1,"I",,,"PY","Yaceretá","(INPRES;RSBR)"
2013,10,27,03,02,06.00,,-20.070,-51.100,  0.0,10, 2.7,1,"I",,,"MS","Aparecida do Taboado","(RSBR;IAG; MR-SC3)"
2013,10,29,15,17,29.00,,-5.390,-36.120,  0.0,10, 3.4,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,10,31,14,03,40.00,,-31.730,-53.180,  0.0,25, 2.8,1,"I",,,"RS","Pinheiro Machado","(RSBR;IAG; MR-SC3)"
2013,10,31,22,56,10.00,,-5.290,-36.110,  0.0,10, 2.6,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,01,11,51,17.00,,-5.440,-36.130,  2.0,10, 2.8,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,01,22,07,49.00,,-5.450,-36.120,  2.0,10, 2.5,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,05,16,38,13.00,,-5.490,-36.150,  2.0,10, 3.0,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,11,00,15,00.00,,-0.100,-67.100,  0.0,30, 3.0,4,"C","5",,"AM","S.Gabriel da Cachoeira","(IAG;UnB)"
2013,11,15,07,42,34.00,,-5.480,-36.130,  2.0,10, 3.0,1,"I",,,"RN","Pedra Preta","(RSBR;IAG; MR-SC3)"
2013,11,25,13,04,11.00,,-5.460,-36.140,  0.0,20, 2.8,1,"I",,,"RN","Pedra Preta","(IAG;UFRN)"
2013,11,27,05,50,05.00,,-5.370,-35.770,  0.0,20, 3.5,1,"I",,,"RN","Parazinho","(IAG;UFRN)"
2013,12,02,06,16,40.00,,-5.410,-36.100,  0.0,20, 3.2,1,"I",,,"RN","Pedra Preta","(IAG;UFRN; mag=4.0?)"
2013,12,28,13,40,45.00,,-0.420,-60.220,  0.0,20, 4.0,0,"I",,,"AM","Pitinga","(RSBR; UnB NO=31)"
2014,01,07,08,40,00.00,,-16.700,-43.900,  1.0,5, 2.5,4,"C","4",,"MG","Montes Claros","(RSBR) UnB)"
2014,01,07,12,14,00.00,,-5.520,-36.170,  0.0,10, 2.6,1,"I",,,"RN","Pedra Preta","(RSBR) UFRN)"
2014,02,11,03,56,33.00,,-19.970,-43.810,  0.0,20, 3.0,1,"I","4",,"MG","Raposo S.J.Lapa","(RSBR) UnB)"
2014,04,01,16,06,58.00,,-16.710,-43.730,  0.0,2, 2.5,1,"I","3",,"MG","Montes Claros","(RSBR) IAG;JANB)"
2014,04,04,16,59,51.00,,-13.670,-49.180,  0.0,20, 3.3,1,"I",,,"GO","Mutunópolis","(RSBR) IAG;UnB)"
2014,04,04,17,05,51.00,,-13.700,-49.230,  0.0,5, 2.8,1,"I",,,"GO","Mutunópolis","(RSBR)"
2014,04,05,17,09,11.00,,-20.270,-43.930,  0.0,10, 2.7,1,"I",,,"MG","Itabirito Herculano","(RSBR) IAG) causou desabamento caverna?"
2014,04,06,13,39,29.60,,-16.688,-43.890,  1.9,0, 3.3,1,"I","5",,"MG","Montes Claros","(RSBR) IAG;UnB)corr. JANB BSFB BSCB + Local MC"
2014,04,06,19,31,05.30,,-16.685,-43.888,  1.9,0, 3.4,1,"I","5",,"MG","Montes Claros","(RSBR) IAG;UnB corr. JANB BSFB BSCB + Local MC"
2014,04,08,02,55,23.00,,-16.770,-43.970,  0.0,2, 2.9,1,"I","4",,"MG","Montes Claros","(RSBR)"
2014,04,12,17,36,12.00,,-12.480,-57.190,  0.0,30, 2.6,1,"I",,,"MT","Nova Maringá","(RSBR)"
2014,04,17,16,30,22.00,,-14.920,-58.650,  0.0,30, 2.5,1,"I",,,"MT","Reserva do Cabaçal","(RSBR)"
2014,04,23,16,45,24.00,,-15.120,-59.950,  0.0,15, 2.9,1,"I",,,"MT","Vila B. Stma. Trindade","(RSBR) detonação??"
2014,05,02,11,37,33.00,,-19.550,-57.370,  0.0,30, 3.7,1,"I",,,"MS","Ladário","(RSBR)"
2014,05,12,16,32,39.00,,-16.410,-56.290,  0.0,45, 2.6,1,"I",,,"MT","Barão de Melgaço","(RSBR)"
2014,05,15,14,17,59.00,,-23.590,-51.800,  0.0,20, 2.7,1,"I",,,"PR","Marialva-reg.Maringá","(RSBR)"
2014,05,15,15,03,28.00,,-10.410,-48.910,  0.0,20, 3.0,1,"I",,,"TO","Pugmil-Nova Rosalândia","(RSBR)"
2014,05,20,17,08,08.00,,-5.530,-55.300,  0.0,100, 3.0,1,"I",,,"PA","Trairão","(RSBR)"
2014,05,22,15,02,29.00,,-31.430,-52.100,  0.0,10, 2.8,1,"I",,,"RS","Turuçu","(RSBR)"
2014,05,22,18,56,25.00,,-5.940,-50.180,  0.0,35, 3.3,1,"I",,,"PA","Parauapebas","(RSBR) detonação???"
2014,05,30,18,16,48.00,,-1.010,-59.640,  0.0,15, 3.7,1,"I",,,"AM","Presidente Figueiredo","(RSBR)"
2014,06,02,17,04,47.00,,-15.080,-59.940,  0.0,10, 2.9,1,"I",,,"MT","Vila B. Stma. Trindade","(RSBR) detonação???"
2014,06,03,00,45,36.00,,-8.540,-53.240,  0.0,30, 3.3,1,"I",,,"PA","Rio Peti","(RSBR) SC3: mR=3.3 mb=3.7"
2014,06,03,19,28,00.00,,-14.720,-59.100,  0.0,50, 2.8,1,"I",,,"MT","Conquista D'Oeste","(RSBR) detonação???"
2014,06,03,20,07,39.00,,-0.990,-59.740,  0.0,15, 2.5,1,"I",,,"AM","Presidente Figueiredo","(RSBR)"
2014,06,04,20,55,31.00,,-18.800,-47.760,  0.0,10, 2.7,1,"I",,,"MG","Estrela do Sul","(RSBR)"
2014,06,05,12,55,49.00,,-8.580,-53.260,  0.0,30, 3.3,1,"I",,,"PA","Rio Peti","(RSBR) SC3: mR=3.3 mb=3.7"
2014,06,10,20,50,09.00,,-5.630,-56.360,  0.0,30, 3.3,1,"I",,,"PA","Trairão","(RSBR) detonação???"
2014,06,11,16,39,53.00,,-14.700,-59.050,  0.0,50, 2.8,1,"I",,,"MT","Conquista D'Oeste","(RSBR) detonação???"
2014,06,12,07,41,56.00,,-7.050,-73.920, 10.0,50, 3.7,0,"I",,,"AM","Peru-Brazil Brdr Rg","(RSBR) SC3 mR=3.9"
2014,06,16,14,35,07.00,,-8.850,-53.310,  0.0,30, 3.1,1,"I",,,"PA","Rio Peti","(RSBR) SC3: mR=3.1 mb=3.7"
2014,06,18,03,29,25.00,,-5.580,-36.100,  0.0,1, 3.5,1,"I",,,"RN","Pedra Preta","(RSBR;UFRN;IAG) sentido"
2014,06,18,13,04,17.00,,-19.200,-40.160,  0.0,10, 2.8,1,"I",,,"ES","Sooretama","(RSBR)"
2014,06,19,04,39,28.00,,-16.220,-50.900,  0.0,10, 3.0,1,"I",,,"GO","Jaupaci","(RSBR) SC3 mb=3.7"
2014,06,21,17,06,48.00,,-19.990,-47.260,  0.0,20, 2.9,1,"I",,,"SP","Rifaina","(RSBR)"
2014,06,23,22,36,23.00,,-7.780,-59.290,  0.0,50, 3.4,1,"I",,,"AM","Apuí","(RSBR) SC3 mb=3.9"
2014,06,24,18,06,56.00,,-22.920,-47.680,  0.0,8, 2.6,1,"I",,,"SP","Saltinho","(RSBR) detonação???"
2014,06,25,19,35,02.00,,-14.950,-59.730,  0.0,10, 2.5,1,"I",,,"MT","Vila B. Stma. Trindade","(RSBR) detonação???"
2014,06,27,01,47,59.00,,-29.110,-51.310,  0.0,10, 2.5,1,"I",,,"RS","Nova Pádua","(RSBR)"
2014,07,09,20,24,55.00,,-13.890,-50.230,  0.0,15, 2.8,1,"I",,,"GO","Mundo Novo","(RSBR)"
2014,07,12,09,21,44.00,,-8.630,-53.270,  0.0,30, 4.0,1,"I",,,"PA","Rio Peti","(RSBR) SC3 mb=4.1"
2014,07,12,15,49,52.00,,-8.630,-53.280,  0.0,30, 4.0,1,"I",,,"PA","Rio Peti","(RSBR) SC3 mb=3.7"
2014,07,15,06,25,41.00,,-8.610,-53.280,  0.0,30, 2.8,1,"I",,,"PA","Rio Peti","(RSBR) SC3 mb=3.6"
2014,07,22,17,52,11.00,,-8.540,-53.250,  0.0,30, 3.1,1,"I",,,"PA","Rio Peti","(RSBR) SC3 mb=3.5"
2014,07,22,19,06,36.00,,-8.600,-53.340,  0.0,30, 3.3,1,"I",,,"PA","Rio Peti","(RSBR) SC3 mb=3.8"
2014,07,22,19,49,21.00,,-8.570,-53.430,  0.0,30, 2.6,1,"I",,,"PA","Rio Peti","(RSBR)"
2014,07,28,21,16,32.00,,-21.090,-44.590,  0.0,20, 2.5,1,"I",,,"MG","Nazareno","(RSBR) detonação??"
2014,07,29,17,11,58.00,,-31.650,-53.340,  0.0,10, 2.6,1,"I",,,"RS","Pinheiro Machado","(RSBR)"
2014,08,12,18,10,13.00,,-7.500,-48.060,  0.0,30, 3.0,1,"I",,,"TO","Araguaína","(RSBR)"
2014,08,13,20,34,58.00,,-13.420,-44.620,  0.0,10, 2.5,1,"I",,,"BA","Correntina","(RSBR)"
2014,08,21,17,03,00.00,,-14.950,-59.720,  0.0,30, 2.7,1,"I",,,"MT","VilaBeladaSma.Trindade","(RSBR) detonaçao??"
2014,08,23,04,27,04.00,,-8.540,-53.250,  0.0,30, 2.6,1,"I",,,"PA","Rio Peti","(RSBR)"
